name,date,m,n,d,solution_id,algorithm,objectiveValue,objectiveFunction,job,operation,machine,processing_time,starttime,endtime,microruns,timeSeconds,memoryBytes,metadata,status
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,1,1,3,1,5,6,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,1,2,1,3,6,9,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,1,3,2,6,16,22,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,1,4,4,7,30,37,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,1,5,6,3,37,40,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,1,6,5,6,49,55,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,2,1,2,8,0,8,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,2,2,3,5,8,13,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,2,3,5,10,13,23,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,2,4,6,10,26,36,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,2,5,1,10,40,50,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,2,6,4,4,50,54,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,3,1,3,5,0,5,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
testsFromBenchmarks/ft06.txt,2023-11-16T19:13:31.76,6,6,0,4078187030056201143,Branch and Bound - Carlier with stack,55,Cmax_function,3,2,4,4,5,9,2404,0.2928628,149198984,"Dict{String, Any}(""terminalNodes"" => 3, ""nodesGenerated"" => 287, ""skippedNodes"" => 112)",OK
