name,date,m,n,d,solution_id,algorithm,objectiveValue,objectiveFunction,job,operation,machine,processing_time,starttime,endtime,microruns,timeSeconds,memoryBytes,metadata,status
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,1,1,5,88,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,1,2,9,68,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,1,3,7,94,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,1,4,6,99,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,1,5,2,67,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,1,6,3,89,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,1,7,10,77,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,1,8,8,99,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,1,9,1,86,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,1,10,4,92,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,2,1,6,72,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,2,2,4,50,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,2,3,7,69,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,2,4,5,75,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,2,5,3,94,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,2,6,9,66,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,2,7,1,92,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,2,8,2,82,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,2,9,8,94,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,2,10,10,63,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,3,1,10,83,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,3,2,9,61,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,3,3,1,83,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,3,4,2,65,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,3,5,7,64,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,3,6,6,85,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,3,7,8,78,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,3,8,5,85,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,3,9,3,55,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,3,10,4,77,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,4,1,8,94,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,4,2,3,68,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,4,3,2,61,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,4,4,5,99,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,4,5,4,54,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,4,6,7,75,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,4,7,6,66,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,4,8,1,76,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,4,9,10,63,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,4,10,9,67,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,5,1,4,69,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,5,2,5,88,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,5,3,10,82,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,5,4,9,95,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,5,5,1,99,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,5,6,3,67,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,5,7,7,95,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,5,8,6,68,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,5,9,8,67,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,5,10,2,86,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,6,1,2,99,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,6,2,5,81,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,6,3,6,64,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,6,4,7,66,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,6,5,9,80,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,6,6,3,80,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
testsFromBenchmarks/abz5.txt,2023-10-19T10:51:27.381,10,10,0,10095506499619045771,Branch and Bound - 1|r_j|Lmax,0,,6,7,8,69,0,0,0,0.0,0,"Dict{String, Any}()",Timeout at: 4000.71799993515
